Math,Biology,Physics,Chemistry,English,Digital_Technology,Critical_Thinking,Linguistic_Competencies,Holy_Quran,Ecology,Vocational_Education,Social_Studies,Hadith,Physical_Health,Financial_Literacy,Statistics,GPA,Grade_Level,Attendance_Behavior,Interest,Suggested_Major
86,66,85,66,87,55,98,63,75,58,51,84,54,90,77,56,71.92,2,Weak,Data Analysis,الهندسة الصناعية
97,81,92,58,94,94,77,81,55,65,69,69,52,83,63,56,75.16,1,Good,Robotics,هندسة الحاسب
92,98,64,94,81,81,75,84,52,50,84,76,87,81,82,88,82.46,1,Good,Scientific Research,الطب والجراحة
89,75,95,71,98,75,99,89,80,55,82,70,80,55,88,71,83.72,2,Good,AI,هندسة البرمجيات
88,67,80,89,84,72,82,79,68,63,60,89,63,88,58,80,75.36,2,Excellent,Scientific Research,الفيزياء
76,94,83,91,100,76,85,63,56,74,81,67,72,87,78,51,80.82,2,Excellent,Healthcare,التمريض
97,85,81,80,70,69,86,89,54,54,52,56,85,50,80,65,75.69,3,Good,Engineering,الهندسة الصناعية
84,90,73,87,77,90,65,75,51,65,52,90,88,85,66,50,70.92,3,Average,Healthcare,الصيدلة
85,70,87,88,72,75,94,53,72,71,86,84,57,51,68,81,71.37,1,Weak,Robotics,الهندسة الميكانيكية
94,85,81,53,93,92,100,55,63,84,74,77,87,80,70,59,79.27,2,Excellent,Cybersecurity,الأمن السيبراني
76,86,69,92,84,77,87,90,85,80,81,40,78,66,86,73,82.71,2,Average,Scientific Research,الصيدلة
86,87,63,64,87,51,89,78,58,65,57,94,82,79,87,76,75.22,1,Excellent,Business,التسويق
88,88,92,85,58,82,88,69,67,52,64,81,58,74,72,63,73.73,3,Excellent,Robotics,الهندسة الكهربائية
94,72,100,70,87,77,85,80,75,59,69,77,74,89,74,77,74.48,3,Excellent,Scientific Research,الفيزياء
52,99,73,86,88,50,81,70,58,86,87,59,52,66,55,81,66.6,3,Average,Healthcare,التمريض
53,59,66,90,87,50,88,77,80,63,81,95,87,70,86,90,76.13,2,Good,Business,إدارة الأعمال
88,99,73,94,76,63,53,73,51,70,84,66,79,82,81,56,76.87,3,Average,Scientific Research,الطب والجراحة
90,89,68,98,87,63,82,59,60,52,61,82,84,76,78,68,80.06,2,Good,Healthcare,الصيدلة
76,90,87,97,87,76,51,61,89,70,86,90,73,62,58,76,74.42,2,Good,Scientific Research,الصيدلة
83,92,70,92,90,67,90,82,58,56,79,88,76,67,87,75,76.0,2,Good,Scientific Research,الكيمياء
94,90,54,94,87,66,66,85,90,75,63,67,64,50,53,87,76.6,3,Excellent,AI,الصيدلة
85,77,56,74,80,76,76,63,69,87,82,48,59,50,99,66,76.03,3,Excellent,Business,المحاسبة
94,84,80,86,93,100,90,78,54,85,52,68,82,50,51,70,71.97,3,Excellent,Law,الأمن السيبراني
95,87,88,86,67,56,64,79,89,56,72,79,78,54,71,84,80.48,2,Excellent,Healthcare,الصيدلة
74,89,56,44,85,87,86,87,60,80,86,93,58,71,53,50,73.83,3,Excellent,Law,القانون
55,95,64,90,76,75,73,71,55,81,84,75,68,62,79,59,77.3,2,Good,Healthcare,الأحياء
98,59,93,89,95,90,94,69,73,73,88,69,58,83,68,55,82.51,2,Average,Programming,علوم الحاسب
88,81,82,54,78,53,93,90,73,80,65,61,81,65,78,82,71.71,2,Weak,Business,الهندسة الصناعية
53,85,74,93,76,78,57,84,78,66,50,57,60,68,88,79,74.71,1,Good,Healthcare,الأحياء
88,92,81,88,79,77,94,65,82,81,62,61,65,82,60,60,78.54,3,Good,Healthcare,طب الأسنان
93,76,78,60,83,78,88,83,68,53,51,65,73,83,51,87,74.4,3,Excellent,Data Analysis,علم البيانات
80,86,51,78,80,71,83,55,62,67,72,88,90,77,64,81,72.56,1,Average,Islamic Studies,الأحياء
76,93,84,91,92,66,74,56,72,55,75,86,83,89,59,59,74.53,2,Excellent,Healthcare,الطب والجراحة
90,73,55,82,93,92,76,56,73,80,70,69,44,68,84,59,72.81,3,Average,Programming,تقنية المعلومات
84,73,61,52,90,91,89,78,83,64,82,83,57,88,64,86,77.31,1,Excellent,Architecture,علم البيانات
74,59,100,77,79,76,91,58,83,82,71,67,55,88,87,54,77.57,3,Good,Engineering,الهندسة المعمارية
68,90,57,71,91,95,93,69,70,57,74,74,78,78,97,55,77.54,1,Average,Programming,نظم المعلومات الإدارية
85,93,63,79,80,61,60,58,75,83,73,51,53,73,67,51,66.65,2,Good,Healthcare,الأحياء
90,50,51,54,87,53,87,76,64,89,82,95,54,68,79,71,76.94,3,Average,Business,التسويق
71,85,55,99,76,60,62,69,71,52,74,60,90,86,69,64,76.75,3,Good,Scientific Research,الصيدلة
67,65,58,66,72,60,90,80,97,62,53,89,86,63,63,84,70.56,3,Average,Islamic Studies,الشريعة
73,92,75,96,81,63,83,62,88,52,70,68,70,53,58,83,74.2,1,Average,Healthcare,طب الأسنان
88,73,86,86,95,85,76,62,59,51,72,62,75,73,63,53,68.34,2,Average,Engineering,الهندسة المعمارية
65,92,81,84,94,69,81,64,48,65,62,80,64,88,51,60,71.36,2,Good,Scientific Research,الأحياء
72,52,80,64,72,71,93,78,93,57,68,50,87,77,84,65,71.73,1,Good,Islamic Studies,الشريعة
81,51,64,86,86,97,86,63,77,58,52,72,74,52,90,72,69.84,3,Average,Law,نظم المعلومات الإدارية
71,78,53,54,91,94,82,56,62,70,85,85,59,65,91,65,72.14,3,Excellent,Marketing,نظم المعلومات الإدارية
92,44,90,60,98,93,93,82,78,74,79,86,80,84,88,84,80.52,1,Good,Programming,هندسة البرمجيات
98,86,81,70,90,89,93,82,69,57,50,81,77,86,72,75,76.12,2,Excellent,Architecture,الأمن السيبراني
95,79,88,91,68,90,93,76,58,77,80,90,85,82,68,83,81.26,3,Good,Scientific Research,الفيزياء
98,70,86,80,55,73,94,62,66,66,54,77,85,54,76,75,69.38,3,Good,Engineering,الهندسة الميكانيكية
93,64,75,66,79,69,95,77,80,69,54,75,87,70,87,82,80.96,2,Good,Business,المحاسبة
88,55,88,53,87,71,94,75,83,77,62,71,68,67,85,80,75.92,3,Average,Accounting,المحاسبة
71,85,64,81,92,85,88,58,73,86,81,83,80,83,42,85,75.09,3,Good,Accounting,الأحياء
87,52,99,68,94,74,88,82,85,53,63,79,51,56,69,73,71.63,2,Average,Engineering,الهندسة المعمارية
90,62,60,67,91,88,100,54,87,72,68,74,68,76,84,91,78.88,2,Good,Data Analysis,علم البيانات
97,77,93,71,75,80,76,68,66,81,72,62,70,62,52,61,76.52,3,Good,Architecture,الهندسة المعمارية
65,62,74,83,98,82,76,66,79,86,62,79,78,63,88,64,80.74,3,Good,Business,إدارة الأعمال
87,82,100,82,40,89,75,71,74,72,59,81,80,51,64,89,79.35,3,Excellent,Robotics,الهندسة الكهربائية
77,89,88,87,88,81,95,78,80,53,84,69,89,79,79,80,77.6,3,Average,Healthcare,التمريض
91,57,76,88,77,76,94,82,62,64,67,84,81,59,75,100,76.97,1,Excellent,Law,علم البيانات
56,96,70,86,77,70,83,84,82,50,87,73,83,50,83,71,71.07,3,Average,Healthcare,طب الأسنان
81,91,84,81,75,68,53,54,84,61,74,58,62,56,57,70,68.91,3,Good,Healthcare,الأحياء
85,70,76,90,65,50,90,63,73,67,84,89,52,54,75,71,68.36,2,Excellent,Scientific Research,الرياضيات
85,54,85,88,78,98,87,53,70,65,59,67,77,61,52,57,73.56,2,Good,Robotics,هندسة الحاسب
53,92,84,81,97,60,90,65,63,68,77,68,67,53,68,80,78.49,2,Good,Programming,التمريض
94,70,88,81,56,66,97,55,60,59,89,50,41,66,93,87,73.9,2,Excellent,Business,الهندسة الصناعية
92,82,79,83,90,96,100,87,61,66,59,62,55,58,64,69,71.24,3,Good,Data Analysis,الذكاء الاصطناعي
94,89,91,89,96,76,87,81,50,82,50,89,68,56,87,54,82.19,1,Excellent,Programming,هندسة البرمجيات
86,98,45,86,91,69,73,82,79,84,79,83,73,69,66,75,73.6,2,Average,Healthcare,الصيدلة
96,73,94,60,88,96,79,73,63,73,88,82,89,82,73,60,81.36,2,Excellent,Robotics,هندسة الحاسب
79,89,80,91,77,55,82,50,53,63,66,68,65,79,90,79,69.53,2,Good,Healthcare,الصيدلة
88,85,76,70,79,59,81,68,79,78,74,77,74,80,86,56,79.14,3,Average,Business,إدارة الأعمال
90,59,73,55,93,53,91,84,57,50,72,76,86,90,91,55,78.56,2,Excellent,Business,إدارة الأعمال
89,76,88,94,89,71,92,74,54,72,55,74,71,60,63,54,70.89,1,Average,Business,الهندسة الميكانيكية
85,73,75,83,97,99,85,87,84,90,76,64,48,66,76,60,81.88,2,Average,Programming,تقنية المعلومات
94,85,83,67,82,78,99,55,85,87,61,85,56,83,75,96,81.87,1,Good,Architecture,علم البيانات
97,89,81,70,54,82,78,80,62,76,85,67,78,83,82,90,76.41,1,Good,Scientific Research,الرياضيات
94,78,81,77,88,87,93,55,67,74,72,80,74,79,63,62,78.91,2,Good,Cybersecurity,الأمن السيبراني
60,58,80,84,92,57,83,53,76,50,78,90,74,79,100,69,75.8,2,Excellent,Business,إدارة الأعمال
69,97,89,79,86,65,77,62,79,88,66,59,53,54,61,57,68.63,1,Excellent,Data Analysis,الأحياء
87,53,96,75,91,51,83,52,63,78,67,79,51,51,62,65,73.9,3,Good,Architecture,الهندسة المعمارية
91,78,81,54,88,85,100,59,67,60,49,73,59,69,54,54,67.6,3,Weak,Programming,علوم الحاسب
100,70,90,77,78,69,89,81,71,86,73,50,60,74,97,74,75.75,3,Good,Business,المحاسبة
66,50,71,50,85,72,95,78,67,69,62,75,81,89,97,86,71.23,3,Good,Business,إدارة الأعمال
90,54,78,89,75,90,97,60,66,61,74,65,65,77,57,81,77.65,3,Excellent,Programming,الأمن السيبراني
98,89,87,54,64,85,85,74,79,51,60,56,75,77,74,82,72.04,3,Excellent,Programming,الأمن السيبراني
94,52,85,84,95,99,86,86,89,78,68,86,89,80,88,78,82.24,3,Excellent,Cybersecurity,الأمن السيبراني
80,96,68,78,86,73,76,68,67,84,60,80,56,64,72,87,71.74,1,Excellent,Architecture,الأحياء
98,73,78,88,79,66,94,63,66,52,75,74,74,73,95,50,72.54,2,Good,Engineering,الهندسة الصناعية
94,60,100,90,58,88,91,72,63,72,76,55,89,88,60,80,77.88,2,Good,Scientific Research,الفيزياء
78,90,79,87,86,75,84,71,60,84,84,70,70,90,61,73,82.07,3,Good,Scientific Research,الصيدلة
84,94,81,99,79,71,59,82,54,56,70,84,50,83,42,74,71.75,3,Excellent,Scientific Research,الطب والجراحة
83,64,61,67,95,99,79,87,89,57,63,89,55,52,81,64,71.82,3,Average,Programming,تقنية المعلومات
86,86,66,58,82,77,79,62,65,87,66,84,51,57,93,76,79.0,2,Excellent,Business,المحاسبة
82,98,65,88,88,74,71,57,65,74,78,68,88,50,61,78,77.3,1,Average,Healthcare,الطب والجراحة
86,62,54,79,84,86,91,89,89,77,66,82,86,70,85,60,81.3,3,Good,Programming,نظم المعلومات الإدارية
92,79,57,72,79,73,95,47,54,72,70,82,71,69,90,63,68.81,3,Excellent,Business,المحاسبة
97,79,98,77,85,76,87,78,85,63,53,58,68,90,81,66,78.74,3,Excellent,Robotics,الهندسة الميكانيكية
66,85,58,75,100,73,93,50,74,86,50,56,62,66,62,81,69.79,3,Good,Healthcare,التمريض
88,66,86,88,57,82,92,77,71,73,84,90,71,85,61,59,78.01,1,Excellent,Scientific Research,الفيزياء
72,95,70,96,80,82,85,59,64,84,59,76,79,68,58,84,79.85,1,Excellent,Healthcare,طب الأسنان
76,97,50,87,78,67,59,85,60,89,56,87,87,79,71,58,74.69,1,Excellent,Scientific Research,الصيدلة
85,97,60,89,85,63,69,73,62,89,61,53,61,57,53,64,74.14,2,Average,Scientific Research,الأحياء
90,50,79,85,87,84,93,54,65,49,61,57,64,70,88,79,70.27,3,Average,Islamic Studies,المحاسبة
93,57,93,81,58,53,88,64,90,61,63,64,51,54,80,60,74.03,1,Weak,Scientific Research,الرياضيات
81,99,62,100,83,40,84,65,77,50,73,88,73,51,54,71,76.69,2,Excellent,Healthcare,طب الأسنان
93,87,75,74,83,92,94,50,90,58,62,68,79,58,73,66,74.79,2,Weak,Data Analysis,الذكاء الاصطناعي
77,88,66,90,76,67,70,51,74,63,65,74,79,65,70,66,75.53,1,Good,Programming,الكيمياء
58,52,66,85,90,68,95,83,58,88,85,94,71,75,78,87,80.12,1,Good,Marketing,التسويق
87,90,55,95,91,78,74,78,71,55,51,82,51,55,83,65,69.3,3,Excellent,Cybersecurity,الطب والجراحة
93,85,92,95,53,74,91,64,51,61,71,56,51,74,89,51,76.28,2,Good,Scientific Research,الفيزياء
77,89,79,89,91,79,71,58,57,52,71,84,71,66,86,87,75.56,2,Good,AI,إدارة الأعمال
89,73,76,79,75,88,97,82,71,68,58,85,56,50,78,85,75.23,1,Excellent,AI,علوم الحاسب
77,57,86,75,79,74,82,76,59,63,67,57,81,81,54,66,75.35,2,Excellent,Cybersecurity,الفيزياء
65,97,83,86,100,73,85,69,63,57,81,60,54,78,90,64,73.12,2,Average,Healthcare,التمريض
95,68,85,98,70,54,62,61,67,85,69,69,66,61,62,77,70.53,1,Average,Scientific Research,الكيمياء
95,81,94,91,62,88,85,53,58,46,60,87,75,54,59,83,75.17,2,Excellent,Law,الهندسة الميكانيكية
87,90,79,62,50,86,85,56,80,85,80,82,88,81,75,67,79.18,3,Average,Business,الهندسة الصناعية
64,99,66,58,87,88,95,81,58,66,90,88,64,85,76,82,76.72,2,Good,Healthcare,الصحة العامة
94,54,62,66,89,88,77,62,57,71,88,75,78,50,89,60,71.55,2,Good,Business,المحاسبة
82,89,65,73,90,55,75,73,73,76,89,98,52,75,76,58,75.16,3,Average,Robotics,التسويق
92,66,84,64,94,81,86,80,70,69,80,54,62,54,57,63,74.12,2,Good,AI,هندسة البرمجيات
57,87,73,93,86,87,75,62,69,50,60,59,86,69,55,86,75.17,1,Excellent,Architecture,طب الأسنان
92,60,85,52,98,100,75,79,68,63,80,63,64,80,85,53,76.66,1,Excellent,Programming,تقنية المعلومات
98,84,87,63,92,94,77,68,83,50,57,84,75,52,52,52,74.0,2,Weak,Business,هندسة الحاسب
100,75,97,80,54,51,88,52,61,80,87,79,86,67,55,74,70.41,1,Weak,Scientific Research,الفيزياء
84,98,56,91,85,84,89,68,55,67,75,82,75,66,75,54,75.7,1,Good,Healthcare,التمريض
57,89,74,59,83,86,71,71,51,80,69,64,80,80,95,69,76.06,3,Average,Business,نظم المعلومات الإدارية
93,65,81,61,89,94,87,77,59,54,54,75,50,84,81,64,76.06,1,Average,Cybersecurity,الأمن السيبراني
85,56,90,71,78,100,98,55,53,70,81,62,59,72,62,62,73.58,2,Good,Robotics,علوم الحاسب
70,89,75,73,82,91,95,75,66,52,79,57,53,83,80,58,79.38,1,Good,Data Analysis,الذكاء الاصطناعي
43,72,64,80,96,84,89,62,58,86,51,90,59,78,81,54,69.07,2,Good,Law,التسويق
90,67,91,82,82,67,90,66,65,68,79,83,70,63,83,90,77.02,3,Good,Cybersecurity,الهندسة الصناعية
76,83,89,83,90,89,82,77,54,76,71,83,60,75,64,89,75.07,2,Good,Healthcare,الهندسة المعمارية
59,60,61,68,97,90,86,70,55,56,71,95,66,63,93,78,76.63,3,Good,Business,إدارة الأعمال
82,87,90,91,98,74,86,48,61,65,70,80,72,84,86,66,74.62,3,Excellent,Healthcare,التمريض
89,52,86,54,79,98,92,85,86,82,56,75,84,68,77,54,75.09,2,Good,Programming,الأمن السيبراني
96,68,73,53,93,83,91,78,74,86,65,56,82,82,57,95,76.77,1,Average,Business,علم البيانات
60,98,86,94,84,62,90,57,89,52,84,80,90,87,79,51,81.71,1,Good,Healthcare,طب الأسنان
62,57,80,50,94,77,84,73,82,58,87,72,65,59,93,75,70.0,1,Average,Business,نظم المعلومات الإدارية
99,61,85,81,90,60,89,77,84,83,88,83,73,76,66,84,82.06,2,Excellent,Engineering,الهندسة الميكانيكية
89,85,69,90,82,49,77,90,89,71,62,85,83,84,56,50,72.61,3,Weak,Business,طب الأسنان
96,73,78,62,76,52,93,59,50,54,84,83,68,64,79,58,74.71,3,Good,Law,الهندسة الصناعية
53,96,56,78,88,54,91,64,66,56,72,79,83,58,65,73,74.3,2,Weak,Healthcare,التمريض
95,65,91,81,91,88,98,81,83,72,60,85,83,55,55,87,84.46,1,Good,Marketing,هندسة البرمجيات
91,98,53,95,84,75,73,85,63,63,51,63,82,58,50,82,75.73,2,Average,Scientific Research,الصيدلة
61,76,78,50,99,63,84,61,69,47,71,77,88,77,91,80,72.13,1,Average,Islamic Studies,إدارة الأعمال
72,100,82,91,88,53,77,77,77,83,50,74,54,62,76,82,73.07,1,Excellent,Scientific Research,الطب والجراحة
97,51,85,61,57,85,85,77,79,67,50,76,51,62,84,60,69.57,3,Weak,Engineering,الهندسة الصناعية
82,90,82,85,94,98,86,50,61,66,82,57,83,67,83,59,79.54,3,Good,Cybersecurity,تقنية المعلومات
96,55,99,55,54,86,85,40,68,77,63,56,75,67,65,51,69.42,3,Excellent,Accounting,الهندسة الكهربائية
70,97,57,81,87,58,91,69,63,54,74,86,89,78,53,89,78.59,2,Good,Healthcare,التمريض
89,65,78,77,86,53,87,72,81,60,64,70,73,59,72,58,74.93,2,Good,Scientific Research,الرياضيات
94,100,78,87,77,53,62,76,51,71,53,54,64,70,54,80,69.05,1,Good,Healthcare,الصيدلة
81,88,56,87,100,90,91,56,75,78,74,53,82,84,71,72,80.94,2,Average,Healthcare,التمريض
86,52,83,75,62,79,92,82,71,56,82,89,61,63,81,57,73.79,2,Average,Engineering,الهندسة الصناعية
85,85,78,82,89,74,65,75,66,88,54,90,87,50,73,75,80.86,1,Excellent,Healthcare,الصيدلة
96,83,81,76,89,95,88,72,74,52,71,68,75,87,86,87,81.53,1,Excellent,AI,علوم الحاسب
68,80,77,92,80,53,51,85,75,58,54,71,65,85,81,85,73.9,2,Weak,Programming,الكيمياء
93,62,86,84,85,86,88,86,70,62,63,58,58,68,80,52,72.57,2,Excellent,Engineering,الهندسة الميكانيكية
90,73,93,88,97,92,95,67,73,64,86,58,67,66,78,52,77.91,3,Excellent,Healthcare,هندسة البرمجيات
89,90,74,87,97,89,83,63,65,66,71,78,83,63,61,64,79.06,1,Good,Healthcare,التمريض
92,80,87,81,67,57,98,68,79,82,66,78,87,54,74,61,72.43,3,Average,Business,الهندسة الصناعية
92,51,71,64,63,88,89,90,89,70,59,79,84,57,93,68,73.62,1,Average,Business,الهندسة الصناعية
82,80,54,83,75,89,79,77,50,55,53,76,89,84,100,73,76.89,3,Good,Programming,نظم المعلومات الإدارية
92,54,99,64,78,62,84,73,65,70,70,68,66,51,50,79,72.04,1,Excellent,Engineering,الهندسة المعمارية
91,81,53,100,55,66,72,87,66,57,81,76,82,62,67,76,77.57,1,Good,AI,الكيمياء
76,56,98,89,86,80,88,66,71,79,52,88,88,66,57,89,78.24,2,Excellent,Engineering,الهندسة الميكانيكية
85,70,90,81,91,94,95,80,81,57,64,76,72,73,61,90,77.52,2,Average,Data Analysis,علم البيانات
60,68,89,67,80,58,93,77,100,59,74,60,85,72,72,61,75.69,2,Excellent,Law,الشريعة
88,56,80,78,98,69,89,86,41,80,76,87,69,63,93,56,75.37,3,Excellent,Marketing,التسويق
85,92,52,88,86,52,88,68,68,71,78,88,90,73,78,81,74.15,3,Average,Healthcare,الطب والجراحة
77,56,93,77,56,51,88,63,74,64,65,78,51,88,79,59,68.72,1,Good,Accounting,الهندسة الصناعية
100,86,92,86,81,86,97,72,90,86,79,84,84,74,78,51,79.33,2,Excellent,Data Analysis,الذكاء الاصطناعي
93,75,60,86,76,67,77,60,61,63,73,59,71,54,92,70,67.05,1,Good,Business,المحاسبة
84,54,88,82,66,95,76,84,61,71,79,81,69,64,67,51,75.62,1,Excellent,Business,الهندسة الكهربائية
94,57,86,94,58,53,84,73,62,57,63,51,53,74,79,64,67.78,1,Weak,Engineering,الهندسة الميكانيكية
100,71,78,51,94,79,95,86,86,57,87,64,54,59,65,90,74.41,1,Average,Data Analysis,علم البيانات
81,86,87,91,87,72,77,83,72,59,87,75,63,66,78,89,77.9,1,Good,Cybersecurity,الصيدلة
97,51,97,50,86,80,66,72,79,67,62,77,55,79,60,88,70.82,1,Good,Engineering,الهندسة المعمارية
88,74,94,79,64,68,89,57,78,66,68,76,65,70,73,76,78.94,2,Good,Cybersecurity,الفيزياء
88,67,93,71,77,93,91,50,52,72,60,89,50,73,86,72,78.73,2,Average,Engineering,علوم الحاسب
83,71,69,75,95,60,85,77,74,77,55,87,60,69,88,82,76.73,1,Average,Business,إدارة الأعمال
68,89,51,62,83,54,86,52,79,58,90,99,66,79,68,53,73.84,2,Weak,Healthcare,الصحة العامة
88,65,56,60,89,91,96,55,70,56,59,87,57,64,55,98,71.23,1,Average,Data Analysis,علم البيانات
68,90,60,66,79,61,85,66,88,90,73,81,51,60,52,58,66.61,1,Good,Scientific Research,الأحياء
59,52,88,59,91,56,78,80,57,83,84,100,54,76,89,78,79.07,2,Excellent,Law,التسويق
98,67,88,69,79,92,95,79,59,62,73,89,59,67,74,93,81.06,1,Good,Healthcare,علم البيانات
91,55,90,54,77,90,96,65,74,59,72,65,64,56,83,52,69.15,2,Average,Programming,الأمن السيبراني
85,86,99,65,86,85,85,59,77,50,57,82,84,71,81,83,79.38,3,Excellent,Architecture,الهندسة المعمارية
100,59,97,94,59,61,95,61,60,90,90,87,55,51,90,79,77.61,1,Excellent,Scientific Research,الفيزياء
94,58,85,50,83,85,94,51,61,76,74,73,71,82,74,57,70.3,1,Average,Data Analysis,علوم الحاسب
95,82,85,83,62,64,90,66,82,75,70,82,69,59,53,86,77.32,1,Good,Robotics,الهندسة الميكانيكية
100,62,90,78,81,84,97,65,89,70,51,52,66,52,68,93,75.25,2,Excellent,Scientific Research,علم البيانات
54,51,66,90,90,52,63,89,73,90,53,78,77,72,89,59,70.21,3,Average,Business,إدارة الأعمال
85,83,86,88,86,81,93,85,62,59,68,66,69,74,85,73,77.93,2,Good,Engineering,الهندسة المعمارية
98,74,77,87,82,89,86,45,71,50,53,80,58,85,83,66,71.39,3,Average,AI,الذكاء الاصطناعي
86,66,95,76,70,74,85,84,51,56,85,64,74,70,90,64,72.65,1,Good,Scientific Research,الفيزياء
94,50,90,82,57,72,88,90,72,54,51,85,58,65,50,61,74.14,2,Average,Scientific Research,الفيزياء
92,74,95,64,82,87,77,65,64,69,80,50,57,90,72,88,70.89,2,Excellent,Programming,هندسة الحاسب
92,87,91,56,75,95,93,73,61,67,51,71,52,84,50,51,72.83,3,Excellent,Data Analysis,علوم الحاسب
67,95,60,93,83,82,74,78,63,57,90,59,67,67,77,80,73.73,2,Average,Healthcare,الصيدلة
86,62,58,72,89,68,88,65,89,54,80,73,65,64,98,68,77.93,1,Average,Business,المحاسبة
100,75,89,93,73,89,87,71,72,74,53,88,87,53,68,73,76.11,2,Good,Robotics,الهندسة الميكانيكية
